"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Vermont","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","1.6"
"Annual Survey of School System Finance","Vermont","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","1.6"
"Annual Survey of School System Finance","Vermont","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","1.4"
"Annual Survey of School System Finance","Vermont","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Vermont","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Vermont","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Vermont","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.2"
"Annual Survey of School System Finance","Vermont","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Vermont","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Vermont","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Vermont","2012","LST","Revenue from local sources Total (%)","State and Local ","4.8"
"Annual Survey of School System Finance","Vermont","2013","LST","Revenue from local sources Total (%)","State and Local ","4.5"
"Annual Survey of School System Finance","Vermont","2014","LST","Revenue from local sources Total (%)","State and Local ","4.5"
"Annual Survey of School System Finance","Vermont","2015","LST","Revenue from local sources Total (%)","State and Local ","4.4"
"Annual Survey of School System Finance","Vermont","2016","LST","Revenue from local sources Total (%)","State and Local ","3.5"
"Annual Survey of School System Finance","Vermont","2017","LST","Revenue from local sources Total (%)","State and Local ","3.6"
"Annual Survey of School System Finance","Vermont","2018","LST","Revenue from local sources Total (%)","State and Local ","3.1"
"Annual Survey of School System Finance","Vermont","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","0.2"
"Annual Survey of School System Finance","Vermont","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Vermont","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Vermont","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Vermont","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","0.0"
"Annual Survey of School System Finance","Vermont","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","0.2"
"Annual Survey of School System Finance","Vermont","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","0.0"
"Annual Survey of School System Finance","Vermont","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","71.3"
"Annual Survey of School System Finance","Vermont","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","71.3"
"Annual Survey of School System Finance","Vermont","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","72.0"
"Annual Survey of School System Finance","Vermont","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","71.7"
"Annual Survey of School System Finance","Vermont","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","71.6"
"Annual Survey of School System Finance","Vermont","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","71.2"
"Annual Survey of School System Finance","Vermont","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","71.3"
"Annual Survey of School System Finance","Vermont","2012","SST","Revenue from state sources Total (%)","State and Local ","87.3"
"Annual Survey of School System Finance","Vermont","2013","SST","Revenue from state sources Total (%)","State and Local ","88.4"
"Annual Survey of School System Finance","Vermont","2014","SST","Revenue from state sources Total (%)","State and Local ","89.4"
"Annual Survey of School System Finance","Vermont","2015","SST","Revenue from state sources Total (%)","State and Local ","89.5"
"Annual Survey of School System Finance","Vermont","2016","SST","Revenue from state sources Total (%)","State and Local ","90.2"
"Annual Survey of School System Finance","Vermont","2017","SST","Revenue from state sources Total (%)","State and Local ","90.3"
"Annual Survey of School System Finance","Vermont","2018","SST","Revenue from state sources Total (%)","State and Local ","90.5"
"Annual Survey of School System Finance","Vermont","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Vermont","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Vermont","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Vermont","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Vermont","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Vermont","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Vermont","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Virginia","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.0"
"Annual Survey of School System Finance","Virginia","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.8"
"Annual Survey of School System Finance","Virginia","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.5"
"Annual Survey of School System Finance","Virginia","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.5"
"Annual Survey of School System Finance","Virginia","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.5"
"Annual Survey of School System Finance","Virginia","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.6"
"Annual Survey of School System Finance","Virginia","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.6"
"Annual Survey of School System Finance","Virginia","2012","FST","Revenue from federal sources Total (%)","State and Local ","9.3"
"Annual Survey of School System Finance","Virginia","2013","FST","Revenue from federal sources Total (%)","State and Local ","7.4"
"Annual Survey of School System Finance","Virginia","2014","FST","Revenue from federal sources Total (%)","State and Local ","6.7"
"Annual Survey of School System Finance","Virginia","2015","FST","Revenue from federal sources Total (%)","State and Local ","6.5"
"Annual Survey of School System Finance","Virginia","2016","FST","Revenue from federal sources Total (%)","State and Local ","6.6"
"Annual Survey of School System Finance","Virginia","2017","FST","Revenue from federal sources Total (%)","State and Local ","6.8"
"Annual Survey of School System Finance","Virginia","2018","FST","Revenue from federal sources Total (%)","State and Local ","6.5"
"Annual Survey of School System Finance","Virginia","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Virginia","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","1.9"
"Annual Survey of School System Finance","Virginia","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","1.9"
"Annual Survey of School System Finance","Virginia","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","1.8"
"Annual Survey of School System Finance","Virginia","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","1.8"
"Annual Survey of School System Finance","Virginia","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","1.7"
"Annual Survey of School System Finance","Virginia","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","1.7"
"Annual Survey of School System Finance","Virginia","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.0"
"Annual Survey of School System Finance","Virginia","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.0"
"Annual Survey of School System Finance","Virginia","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.0"
"Annual Survey of School System Finance","Virginia","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.0"
"Annual Survey of School System Finance","Virginia","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.0"
"Annual Survey of School System Finance","Virginia","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.0"
"Annual Survey of School System Finance","Virginia","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.0"
"Annual Survey of School System Finance","Virginia","2012","LST","Revenue from local sources Total (%)","State and Local ","52.8"
"Annual Survey of School System Finance","Virginia","2013","LST","Revenue from local sources Total (%)","State and Local ","53.6"
"Annual Survey of School System Finance","Virginia","2014","LST","Revenue from local sources Total (%)","State and Local ","53.6"
"Annual Survey of School System Finance","Virginia","2015","LST","Revenue from local sources Total (%)","State and Local ","53.5"
"Annual Survey of School System Finance","Virginia","2016","LST","Revenue from local sources Total (%)","State and Local ","54.0"
"Annual Survey of School System Finance","Virginia","2017","LST","Revenue from local sources Total (%)","State and Local ","53.4"
"Annual Survey of School System Finance","Virginia","2018","LST","Revenue from local sources Total (%)","State and Local ","53.6"
"Annual Survey of School System Finance","Virginia","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","49.5"
"Annual Survey of School System Finance","Virginia","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","50.5"
"Annual Survey of School System Finance","Virginia","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","50.6"
"Annual Survey of School System Finance","Virginia","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","50.6"
"Annual Survey of School System Finance","Virginia","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","51.2"
"Annual Survey of School System Finance","Virginia","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","50.5"
"Annual Survey of School System Finance","Virginia","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","50.9"
"Annual Survey of School System Finance","Virginia","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","28.6"
"Annual Survey of School System Finance","Virginia","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","28.1"
"Annual Survey of School System Finance","Virginia","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","28.6"
"Annual Survey of School System Finance","Virginia","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","28.8"
"Annual Survey of School System Finance","Virginia","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","28.6"
"Annual Survey of School System Finance","Virginia","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","28.3"
"Annual Survey of School System Finance","Virginia","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","27.6"
"Annual Survey of School System Finance","Virginia","2012","SST","Revenue from state sources Total (%)","State and Local ","37.9"
"Annual Survey of School System Finance","Virginia","2013","SST","Revenue from state sources Total (%)","State and Local ","39.0"
"Annual Survey of School System Finance","Virginia","2014","SST","Revenue from state sources Total (%)","State and Local ","39.7"
"Annual Survey of School System Finance","Virginia","2015","SST","Revenue from state sources Total (%)","State and Local ","40.1"
"Annual Survey of School System Finance","Virginia","2016","SST","Revenue from state sources Total (%)","State and Local ","39.4"
"Annual Survey of School System Finance","Virginia","2017","SST","Revenue from state sources Total (%)","State and Local ","39.7"
"Annual Survey of School System Finance","Virginia","2018","SST","Revenue from state sources Total (%)","State and Local ","40.0"
"Annual Survey of School System Finance","Virginia","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Virginia","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Virginia","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Virginia","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Virginia","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Virginia","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Virginia","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Washington","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Washington","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.9"
"Annual Survey of School System Finance","Washington","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.7"
"Annual Survey of School System Finance","Washington","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.7"
"Annual Survey of School System Finance","Washington","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.7"
"Annual Survey of School System Finance","Washington","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.6"
"Annual Survey of School System Finance","Washington","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.4"
"Annual Survey of School System Finance","Washington","2012","FST","Revenue from federal sources Total (%)","State and Local ","8.9"
"Annual Survey of School System Finance","Washington","2013","FST","Revenue from federal sources Total (%)","State and Local ","8.6"
"Annual Survey of School System Finance","Washington","2014","FST","Revenue from federal sources Total (%)","State and Local ","8.0"
"Annual Survey of School System Finance","Washington","2015","FST","Revenue from federal sources Total (%)","State and Local ","7.6"
"Annual Survey of School System Finance","Washington","2016","FST","Revenue from federal sources Total (%)","State and Local ","7.4"
"Annual Survey of School System Finance","Washington","2017","FST","Revenue from federal sources Total (%)","State and Local ","6.8"
"Annual Survey of School System Finance","Washington","2018","FST","Revenue from federal sources Total (%)","State and Local ","6.2"
"Annual Survey of School System Finance","Washington","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","3.0"
"Annual Survey of School System Finance","Washington","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","3.0"
"Annual Survey of School System Finance","Washington","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","2.8"
"Annual Survey of School System Finance","Washington","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","2.6"
"Annual Survey of School System Finance","Washington","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","2.4"
"Annual Survey of School System Finance","Washington","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","2.2"
"Annual Survey of School System Finance","Washington","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Washington","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Washington","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Washington","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Washington","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Washington","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Washington","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Washington","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Washington","2012","LST","Revenue from local sources Total (%)","State and Local ","32.1"
"Annual Survey of School System Finance","Washington","2013","LST","Revenue from local sources Total (%)","State and Local ","32.5"
"Annual Survey of School System Finance","Washington","2014","LST","Revenue from local sources Total (%)","State and Local ","31.5"
"Annual Survey of School System Finance","Washington","2015","LST","Revenue from local sources Total (%)","State and Local ","31.4"
"Annual Survey of School System Finance","Washington","2016","LST","Revenue from local sources Total (%)","State and Local ","30.6"
"Annual Survey of School System Finance","Washington","2017","LST","Revenue from local sources Total (%)","State and Local ","30.4"
"Annual Survey of School System Finance","Washington","2018","LST","Revenue from local sources Total (%)","State and Local ","29.7"
"Annual Survey of School System Finance","Washington","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","27.0"
"Annual Survey of School System Finance","Washington","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","27.3"
"Annual Survey of School System Finance","Washington","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","26.6"
"Annual Survey of School System Finance","Washington","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","26.8"
"Annual Survey of School System Finance","Washington","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","25.8"
"Annual Survey of School System Finance","Washington","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","25.9"
"Annual Survey of School System Finance","Washington","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","25.1"
"Annual Survey of School System Finance","Washington","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","41.6"
"Annual Survey of School System Finance","Washington","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","41.0"
"Annual Survey of School System Finance","Washington","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","42.1"
"Annual Survey of School System Finance","Washington","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","42.0"
"Annual Survey of School System Finance","Washington","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","43.7"
"Annual Survey of School System Finance","Washington","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","43.8"
"Annual Survey of School System Finance","Washington","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","43.9"
"Annual Survey of School System Finance","Washington","2012","SST","Revenue from state sources Total (%)","State and Local ","59.0"
"Annual Survey of School System Finance","Washington","2013","SST","Revenue from state sources Total (%)","State and Local ","58.9"
"Annual Survey of School System Finance","Washington","2014","SST","Revenue from state sources Total (%)","State and Local ","60.5"
"Annual Survey of School System Finance","Washington","2015","SST","Revenue from state sources Total (%)","State and Local ","60.9"
"Annual Survey of School System Finance","Washington","2016","SST","Revenue from state sources Total (%)","State and Local ","62.0"
"Annual Survey of School System Finance","Washington","2017","SST","Revenue from state sources Total (%)","State and Local ","62.8"
"Annual Survey of School System Finance","Washington","2018","SST","Revenue from state sources Total (%)","State and Local ","64.1"
"Annual Survey of School System Finance","Washington","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Washington","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Washington","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Washington","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Washington","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Washington","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Washington","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","West Virginia","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.8"
"Annual Survey of School System Finance","West Virginia","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.9"
"Annual Survey of School System Finance","West Virginia","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.7"
"Annual Survey of School System Finance","West Virginia","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.7"
"Annual Survey of School System Finance","West Virginia","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.7"
"Annual Survey of School System Finance","West Virginia","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.6"
"Annual Survey of School System Finance","West Virginia","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.4"
"Annual Survey of School System Finance","West Virginia","2012","FST","Revenue from federal sources Total (%)","State and Local ","10.9"
"Annual Survey of School System Finance","West Virginia","2013","FST","Revenue from federal sources Total (%)","State and Local ","11.0"
"Annual Survey of School System Finance","West Virginia","2014","FST","Revenue from federal sources Total (%)","State and Local ","10.0"
"Annual Survey of School System Finance","West Virginia","2015","FST","Revenue from federal sources Total (%)","State and Local ","10.5"
"Annual Survey of School System Finance","West Virginia","2016","FST","Revenue from federal sources Total (%)","State and Local ","10.6"
"Annual Survey of School System Finance","West Virginia","2017","FST","Revenue from federal sources Total (%)","State and Local ","11.6"
"Annual Survey of School System Finance","West Virginia","2018","FST","Revenue from federal sources Total (%)","State and Local ","10.6"
"Annual Survey of School System Finance","West Virginia","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","0.9"
"Annual Survey of School System Finance","West Virginia","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","0.9"
"Annual Survey of School System Finance","West Virginia","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","0.9"
"Annual Survey of School System Finance","West Virginia","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","0.9"
"Annual Survey of School System Finance","West Virginia","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","0.9"
"Annual Survey of School System Finance","West Virginia","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","0.8"
"Annual Survey of School System Finance","West Virginia","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","0.7"
"Annual Survey of School System Finance","West Virginia","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","West Virginia","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","West Virginia","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.2"
"Annual Survey of School System Finance","West Virginia","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","West Virginia","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","West Virginia","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","West Virginia","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","West Virginia","2012","LST","Revenue from local sources Total (%)","State and Local ","38.2"
"Annual Survey of School System Finance","West Virginia","2013","LST","Revenue from local sources Total (%)","State and Local ","30.6"
"Annual Survey of School System Finance","West Virginia","2014","LST","Revenue from local sources Total (%)","State and Local ","31.9"
"Annual Survey of School System Finance","West Virginia","2015","LST","Revenue from local sources Total (%)","State and Local ","32.4"
"Annual Survey of School System Finance","West Virginia","2016","LST","Revenue from local sources Total (%)","State and Local ","34.2"
"Annual Survey of School System Finance","West Virginia","2017","LST","Revenue from local sources Total (%)","State and Local ","34.5"
"Annual Survey of School System Finance","West Virginia","2018","LST","Revenue from local sources Total (%)","State and Local ","34.2"
"Annual Survey of School System Finance","West Virginia","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","24.0"
"Annual Survey of School System Finance","West Virginia","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.1"
"Annual Survey of School System Finance","West Virginia","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","29.6"
"Annual Survey of School System Finance","West Virginia","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","30.3"
"Annual Survey of School System Finance","West Virginia","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","32.1"
"Annual Survey of School System Finance","West Virginia","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","32.3"
"Annual Survey of School System Finance","West Virginia","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","32.1"
"Annual Survey of School System Finance","West Virginia","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","28.4"
"Annual Survey of School System Finance","West Virginia","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","32.3"
"Annual Survey of School System Finance","West Virginia","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","31.1"
"Annual Survey of School System Finance","West Virginia","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","31.6"
"Annual Survey of School System Finance","West Virginia","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","31.1"
"Annual Survey of School System Finance","West Virginia","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","29.1"
"Annual Survey of School System Finance","West Virginia","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","29.1"
"Annual Survey of School System Finance","West Virginia","2012","SST","Revenue from state sources Total (%)","State and Local ","50.9"
"Annual Survey of School System Finance","West Virginia","2013","SST","Revenue from state sources Total (%)","State and Local ","58.3"
"Annual Survey of School System Finance","West Virginia","2014","SST","Revenue from state sources Total (%)","State and Local ","58.1"
"Annual Survey of School System Finance","West Virginia","2015","SST","Revenue from state sources Total (%)","State and Local ","57.1"
"Annual Survey of School System Finance","West Virginia","2016","SST","Revenue from state sources Total (%)","State and Local ","55.2"
"Annual Survey of School System Finance","West Virginia","2017","SST","Revenue from state sources Total (%)","State and Local ","53.9"
"Annual Survey of School System Finance","West Virginia","2018","SST","Revenue from state sources Total (%)","State and Local ","55.2"
"Annual Survey of School System Finance","West Virginia","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","West Virginia","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","West Virginia","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","West Virginia","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","West Virginia","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","West Virginia","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","West Virginia","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Wisconsin","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Wisconsin","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Wisconsin","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.0"
"Annual Survey of School System Finance","Wisconsin","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.9"
"Annual Survey of School System Finance","Wisconsin","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.8"
"Annual Survey of School System Finance","Wisconsin","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.8"
"Annual Survey of School System Finance","Wisconsin","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.6"
"Annual Survey of School System Finance","Wisconsin","2012","FST","Revenue from federal sources Total (%)","State and Local ","8.4"
"Annual Survey of School System Finance","Wisconsin","2013","FST","Revenue from federal sources Total (%)","State and Local ","7.7"
"Annual Survey of School System Finance","Wisconsin","2014","FST","Revenue from federal sources Total (%)","State and Local ","7.5"
"Annual Survey of School System Finance","Wisconsin","2015","FST","Revenue from federal sources Total (%)","State and Local ","7.2"
"Annual Survey of School System Finance","Wisconsin","2016","FST","Revenue from federal sources Total (%)","State and Local ","6.9"
"Annual Survey of School System Finance","Wisconsin","2017","FST","Revenue from federal sources Total (%)","State and Local ","6.9"
"Annual Survey of School System Finance","Wisconsin","2018","FST","Revenue from federal sources Total (%)","State and Local ","6.7"
"Annual Survey of School System Finance","Wisconsin","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","2.5"
